fin_year,month,state_code,state_name,district_code,district_name,approved_labour_budget,avg_wage_rate_per_day_per_person,avg_days_of_employment_per_household,differently_abled_persons_worked,material_and_skilled_wages,num_completed_works,num_gps_with_nil_exp,num_ongoing_works,persondays_of_central_liability_so_far,sc_persondays,sc_workers_against_active_workers,st_persondays,st_workers_against_active_workers,total_admin_expenditure,total_expenditure,total_households_worked,total_individuals_worked,total_active_job_cards,total_active_workers,total_hhs_completed_100_days,total_job_cards_issued,total_workers,total_works_takenup,wages,women_persondays,percent_category_b_works,percent_expenditure_agri_allied,percent_nrm_expenditure,percent_payments_within_15_days,remarks,payload
2020-2021,Feb,9,Uttar Pradesh,28,Fatehpur,983764,203.33,38,167,1376.57,14281,335,13667,104790,9626,146,203,367,142.22,1088.01,96492,110198,132664,152637,511,25125,49895,5595,1108.53,21931,31.21,44.26,37.6,91.12,NA,{}
2020-2021,Feb,9,Uttar Pradesh,29,Firozabad,460241,249.42,45,309,631.59,5933,43,10595,2393557,27329,595,93,483,192.22,747.4,23336,39758,46757,154871,145,71156,98565,4971,1783.31,182249,88.54,49.0,26.25,91.04,NA,{}
2020-2021,Feb,9,Uttar Pradesh,30,Gautam Buddha Nagar,2354133,246.05,45,236,1175.8,6380,477,8212,2220377,47519,4494,615,141,193.27,1808.9,29136,76939,135985,171200,345,11036,67052,15921,1177.44,85551,26.24,38.29,39.7,92.81,NA,{}
2020-2021,Feb,9,Uttar Pradesh,31,Ghaziabad,1191719,223.14,36,533,827.34,5380,463,15345,1380186,22355,1351,1260,362,146.21,2024.02,44768,72746,48166,187384,325,196913,88608,5611,1049.7,155029,87.84,13.34,86.28,91.84,NA,{}
2020-2021,Feb,9,Uttar Pradesh,32,Ghazipur,1963829,231.88,34,15,455.33,3880,338,2524,1832748,2714,1093,342,13,61.49,1109.05,82151,132026,122903,98530,832,128054,11435,870,1407.51,45704,4.27,91.76,28.58,93.01,NA,{}
2020-2021,Feb,9,Uttar Pradesh,33,Gonda,2411520,217.54,46,571,322.2,8550,480,8859,1623163,34010,1389,81,91,182.41,986.69,68836,22096,46950,142545,400,29506,55175,15211,1028.49,54761,90.24,88.59,34.19,90.13,NA,{}
2020-2021,Feb,9,Uttar Pradesh,34,Gorakhpur,2121202,209.06,30,497,674.34,9410,87,2932,1334875,1374,4952,262,339,92.53,2015.21,78284,113888,105148,138497,652,162038,44611,8238,871.88,114769,73.26,50.31,7.81,92.93,NA,{}
2020-2021,Feb,9,Uttar Pradesh,35,Hamirpur,1369405,206.1,37,302,965.89,2723,36,14548,2408397,30002,920,282,437,390.32,1851.93,81525,83989,66556,112463,172,166929,187667,12292,1458.32,164443,14.71,79.71,2.09,98.29,NA,{}
2020-2021,Feb,9,Uttar Pradesh,36,Hapur,1486570,228.07,36,505,1860.93,14181,91,5708,1436251,15404,3766,1070,172,398.3,1198.83,37622,17322,60060,26523,962,117453,152113,11245,648.83,182906,34.27,36.96,58.08,94.16,NA,{}
2020-2021,Feb,9,Uttar Pradesh,37,Hardoi,1332978,219.68,49,210,548.05,9243,8,14459,1852931,25346,941,586,197,414.71,2578.12,14040,80760,120013,177512,154,51752,168022,18094,1033.69,197199,63.9,2.5,8.53,92.21,NA,{}
2020-2021,Feb,9,Uttar Pradesh,38,Hathras,2346709,209.88,48,105,844.34,4736,75,17050,1028092,17417,2157,1419,194,316.79,2085.06,52445,40783,22028,20369,557,56071,55486,3789,1120.05,87373,54.92,12.17,30.93,96.37,NA,{}
2020-2021,Feb,9,Uttar Pradesh,39,Jalaun,1685148,204.36,34,486,1194.88,8620,431,12984,1490740,20564,767,874,153,202.34,1530.13,92513,24981,53480,132040,470,93462,83100,17106,836.16,17365,98.76,72.56,7.86,92.01,NA,{}
2020-2021,Feb,9,Uttar Pradesh,40,Jaunpur,960334,228.89,34,427,1396.14,3438,278,1981,556779,36859,4004,1715,429,442.83,632.29,88860,35082,24732,70494,519,72441,13244,7842,1767.13,75770,51.56,75.94,28.2,90.81,NA,{}
2020-2021,Feb,9,Uttar Pradesh,41,Jhansi,2197736,213.26,43,135,1353.38,9619,375,19433,1039207,10519,3193,1978,364,131.55,1183.94,87442,39771,58840,147564,251,186375,77699,19240,683.64,87906,80.81,55.18,39.35,90.52,NA,{}
2020-2021,Feb,9,Uttar Pradesh,42,Kannauj,1594690,233.56,31,8,128.46,5566,316,1003,1239270,23427,2786,1159,250,139.97,2636.86,74849,71865,82879,170676,372,172265,186254,18341,897.49,67080,1.83,47.85,89.61,98.56,NA,{}
2020-2021,Feb,9,Uttar Pradesh,43,Kanpur Dehat,1969765,240.05,37,39,1015.78,1472,179,17484,2234528,49205,1591,1649,240,227.34,2824.28,24282,124235,105747,51876,536,99076,66960,19372,1748.87,193210,64.87,84.27,13.9,91.1,NA,{}
2020-2021,Feb,9,Uttar Pradesh,44,Kanpur Nagar,433222,232.0,31,467,67.73,1047,402,19498,848208,2650,3030,1747,101,396.86,2034.49,19121,144930,144241,179697,634,91934,95288,15594,948.47,145580,9.1,33.28,5.83,99.03,NA,{}
2020-2021,Feb,9,Uttar Pradesh,45,Kasganj,1954096,203.67,38,324,1399.6,6653,329,1185,935148,2528,3266,45,418,213.02,2403.31,78420,77480,72936,61685,794,90661,46243,15125,1701.11,109773,94.32,32.69,22.81,95.9,NA,{}
2020-2021,Feb,9,Uttar Pradesh,46,Kaushambi,2036405,210.45,32,498,228.43,9882,88,7829,337592,36399,3943,1060,74,95.01,2025.39,25970,64504,59326,181721,86,35346,15036,14289,1905.99,20858,8.22,43.36,37.32,97.78,NA,{}
2020-2021,Feb,9,Uttar Pradesh,47,Kushinagar,807374,240.66,40,106,1268.77,5894,28,7746,667075,6183,1990,1937,260,149.48,2394.47,42113,38091,127749,125213,338,11952,63930,3729,1395.68,79815,31.16,69.64,11.39,92.84,NA,{}
2020-2021,Feb,9,Uttar Pradesh,48,Lakhimpur Kheri,1547786,235.71,45,52,802.21,6726,330,4521,1757093,45720,3263,1554,320,498.82,1247.44,66518,55048,22320,199852,651,180954,33881,16245,1437.67,177690,7.17,2.75,34.4,92.03,NA,{}
2020-2021,Feb,9,Uttar Pradesh,49,Lalitpur,1518819,207.93,47,136,453.49,14648,453,16560,2413722,42441,1331,186,483,383.62,2756.4,50386,128358,26193,27829,884,51090,131636,13019,1745.06,195480,15.9,17.38,11.37,94.35,NA,{}
2020-2021,Feb,9,Uttar Pradesh,50,Lucknow,755880,226.72,47,83,1742.77,1972,10,5043,652488,15587,363,277,170,134.73,2273.87,68582,33193,63031,36479,256,76463,84045,10272,1073.37,114464,50.19,68.74,58.19,94.19,NA,{}
2020-2021,Feb,9,Uttar Pradesh,51,Maharajganj,1564497,243.29,49,198,219.82,11416,382,3059,1877521,12109,581,1704,432,56.3,1289.66,6590,1650,134539,82979,980,21690,72953,12238,576.84,49859,4.01,18.32,3.81,92.8,NA,{}
2020-2021,Feb,9,Uttar Pradesh,52,Mahoba,2136592,203.25,49,230,1550.72,1814,304,15329,1790435,30002,3325,1698,155,201.63,1678.79,89575,98363,15127,47874,204,36928,172347,16309,850.45,50234,53.7,10.61,91.97,99.72,NA,{}
2020-2021,Feb,9,Uttar Pradesh,53,Mainpuri,1308209,202.06,48,518,531.22,642,320,16281,1696426,11416,3695,110,393,474.43,1345.9,39728,64902,61519,93429,659,52567,125769,11875,1728.51,10225,3.9,9.69,16.09,99.7,NA,{}
2020-2021,Feb,9,Uttar Pradesh,54,Mathura,1252600,204.57,38,447,522.47,13328,194,13951,57731,26603,4499,1414,57,311.46,2815.72,7840,122271,45515,99080,396,192676,135709,6346,1089.48,72607,32.86,17.13,83.3,96.56,NA,{}
2020-2021,Feb,9,Uttar Pradesh,55,Mau,1559721,220.58,39,504,1005.0,13553,395,11386,772593,25611,1973,843,265,261.72,984.98,60706,64869,148324,50891,807,192414,20719,13018,571.62,87724,37.64,31.07,72.44,95.56,NA,{}
2020-2021,Feb,9,Uttar Pradesh,56,Meerut,2218813,221.7,43,179,1791.39,11476,273,7127,81772,40229,1777,1689,4,302.08,1808.0,63211,137406,24347,116110,169,99192,49643,15009,1006.59,70468,66.49,74.39,27.41,97.83,NA,{}
2020-2021,Feb,9,Uttar Pradesh,57,Mirzapur,1784306,233.27,44,285,429.59,12708,477,4678,1878982,12888,2762,1570,445,429.3,2941.79,18707,92549,131338,84875,57,181571,87551,6225,870.62,6065,36.75,58.02,11.19,97.37,NA,{}
2020-2021,Feb,9,Uttar Pradesh,58,Moradabad,2085481,226.81,35,471,307.79,9233,476,11102,1877222,1209,2084,1974,0,141.61,1781.26,56040,139016,86492,91723,167,37228,193203,2093,733.33,7179,5.03,29.07,85.41,90.44,NA,{}
2020-2021,Feb,9,Uttar Pradesh,59,Muzaffarnagar,1316660,218.79,34,260,1198.87,7158,425,5026,1896829,27440,2036,1487,460,430.79,2885.18,58815,100220,149404,59278,421,83331,175521,12246,1220.24,12241,24.04,56.45,60.33,97.08,NA,{}
2020-2021,Feb,9,Uttar Pradesh,60,Pilibhit,441121,239.36,36,433,312.18,13497,260,18981,740328,28616,1583,1484,375,360.22,1135.13,33708,90960,80861,44151,228,48846,122681,2938,1622.73,22457,9.31,53.15,14.15,90.8,NA,{}
2020-2021,Feb,9,Uttar Pradesh,61,Pratapgarh,1455717,227.23,46,400,1367.62,2829,323,18769,403157,25483,1324,880,43,187.86,1074.39,30921,39682,105839,128368,938,97904,18740,10894,1556.53,92882,4.01,34.71,93.02,96.07,NA,{}
2020-2021,Feb,9,Uttar Pradesh,62,Raebareli,423227,234.12,40,221,299.97,2013,162,7945,2134973,23682,717,1058,165,285.32,1617.56,13015,64524,148969,144968,588,121897,122403,11884,1240.08,47722,51.04,91.35,1.44,92.39,NA,{}
2020-2021,Feb,9,Uttar Pradesh,63,Rampur,2124317,204.71,46,177,1852.39,13364,61,11430,407081,43195,1044,1364,205,315.47,1722.87,29604,32748,19069,116451,204,12244,185802,7950,720.82,80743,30.65,74.56,57.64,96.71,NA,{}
2020-2021,Feb,9,Uttar Pradesh,64,Saharanpur,1577891,234.91,41,153,387.91,11793,71,4626,1673933,31438,3194,390,233,312.18,1079.72,21682,26835,90486,73023,999,78340,88570,4468,1126.47,74039,99.41,82.14,78.5,94.07,NA,{}
2020-2021,Feb,9,Uttar Pradesh,65,Sambhal,1197095,211.65,33,573,190.74,14341,398,11671,1365124,48898,4563,174,71,285.09,962.46,72956,91001,40925,124366,8,198929,176440,14898,1851.76,7594,41.14,48.98,92.93,95.44,NA,{}
2020-2021,Feb,9,Uttar Pradesh,66,Sant Kabir Nagar,1943333,234.51,40,15,1859.24,9127,46,10721,1764403,20663,319,578,317,51.36,874.47,47235,135114,82351,84930,263,40496,88053,16926,1116.25,192342,96.75,39.8,54.56,97.75,NA,{}
2020-2021,Feb,9,Uttar Pradesh,67,Shahjahanpur,1452578,218.85,44,483,1407.7,12107,59,17504,282658,24437,3666,820,125,79.56,1608.39,89747,102376,103353,47373,722,75557,11928,16126,797.39,182048,95.69,91.55,62.98,98.23,NA,{}
2020-2021,Feb,9,Uttar Pradesh,68,Shamli,836319,205.71,44,510,798.26,11915,397,15407,1339379,12955,3866,230,378,344.58,691.51,70047,62830,76142,123159,495,63247,73483,12605,1488.29,162350,17.88,31.79,74.89,90.52,NA,{}
2020-2021,Feb,9,Uttar Pradesh,69,Shravasti,653095,223.09,47,142,260.24,12473,215,12555,418284,7675,620,200,301,199.93,1950.66,11563,62153,128291,47496,580,27757,42303,4078,1714.12,88771,7.05,37.59,1.35,90.76,NA,{}
2020-2021,Feb,9,Uttar Pradesh,70,Siddharthnagar,1628975,211.59,45,197,1831.68,11473,460,10804,2419084,23957,2133,1843,202,129.39,1389.53,56683,123220,123223,98432,255,35190,107496,10080,1315.45,70326,15.33,52.88,45.72,95.94,NA,{}
2020-2021,Feb,9,Uttar Pradesh,71,Sitapur,1529852,202.38,33,564,436.24,14982,148,11365,2083500,16845,1360,959,273,164.99,2316.56,78415,81529,19141,78199,970,66694,85118,8058,599.16,153793,35.46,86.23,1.81,95.81,NA,{}
2020-2021,Feb,9,Uttar Pradesh,72,Sonbhadra,1610709,246.07,47,469,863.23,11262,26,8124,1974672,3581,4142,344,470,321.75,1115.47,19576,134185,15491,165237,372,98924,148145,2536,1297.63,79179,42.38,42.14,18.7,97.81,NA,{}
2020-2021,Feb,9,Uttar Pradesh,73,Sultanpur,1603677,227.88,44,79,1931.75,13441,476,4164,2163936,7420,3439,1601,422,436.68,2779.65,39430,130153,77958,108579,920,61587,18599,14119,1526.46,187413,6.77,58.12,28.0,95.53,NA,{}
2020-2021,Feb,9,Uttar Pradesh,74,Unnao,2483438,218.54,45,544,500.52,6540,269,9328,2047640,39962,3372,1902,18,58.92,2701.85,13512,29317,84762,137253,926,134296,76110,16313,1326.38,22132,58.72,26.34,6.07,90.64,NA,{}
2020-2021,Feb,9,Uttar Pradesh,75,Varanasi,464517,206.0,35,109,835.67,7900,62,3573,1278234,28445,1016,1314,285,107.07,2500.54,21374,103505,133529,12404,314,154067,95009,1874,1564.28,178192,27.92,74.83,27.97,93.76,NA,{}
2020-2021,Mar,9,Uttar Pradesh,1,Agra,460619,200.12,34,66,922.37,10268,63,5950,658892,24166,1176,4,172,205.28,581.61,26157,137188,30967,17906,6,138701,121818,2889,1432.35,156681,44.17,30.75,78.82,91.04,NA,{}
2020-2021,Mar,9,Uttar Pradesh,2,Aligarh,1221198,211.06,49,451,255.26,1669,478,8692,1589778,35539,1218,588,386,326.28,1538.15,12160,134907,142336,159616,819,199693,28284,12366,532.61,68316,78.16,91.67,0.21,97.31,NA,{}
2020-2021,Mar,9,Uttar Pradesh,3,Allahabad,1817060,239.8,45,157,1062.47,9680,196,16544,2321271,42205,3980,612,329,273.22,2237.26,39531,126560,132068,136481,956,125474,136778,12399,1428.93,186507,18.59,28.64,32.24,91.49,NA,{}
2020-2021,Mar,9,Uttar Pradesh,4,Ambedkar Nagar,2439604,216.28,40,517,1516.06,12321,500,3361,770077,6405,1945,1770,211,170.09,1038.04,72465,96889,96097,199939,404,123274,45787,8290,649.65,141493,64.88,24.28,67.34,91.5,NA,{}
2020-2021,Mar,9,Uttar Pradesh,5,Amethi,2127506,249.63,30,441,150.8,5908,404,2709,167704,39705,2572,1519,154,78.9,2546.86,35874,121205,84425,89542,976,102474,44688,9156,1547.86,160993,49.07,95.47,79.09,95.29,NA,{}
2020-2021,Mar,9,Uttar Pradesh,6,Amroha,1285688,230.68,49,300,1561.44,5778,119,1775,517658,34703,2206,1323,328,158.98,1665.29,4284,70102,31270,138391,197,48175,80351,3874,671.15,108925,58.05,92.3,17.07,99.4,NA,{}
2020-2021,Mar,9,Uttar Pradesh,7,Auraiya,1139236,244.06,37,196,1406.59,9176,189,10537,1096131,40180,3064,251,392,333.29,2940.61,14467,99294,139714,114382,298,24308,188690,14281,548.71,175717,65.94,21.73,58.69,92.8,NA,{}
2020-2021,Mar,9,Uttar Pradesh,8,Ayodhya,1375584,214.97,42,452,775.45,8141,418,8392,316225,41395,1501,1316,41,111.56,1586.87,45882,148872,113097,185508,842,57079,145104,14642,1806.73,163165,76.65,50.45,20.24,92.31,NA,{}
2020-2021,Mar,9,Uttar Pradesh,9,Azamgarh,520794,244.31,34,188,1533.21,10110,486,3011,2089161,32179,3581,1766,149,304.69,716.96,39202,86844,78395,108576,456,98854,170549,5816,1990.63,41794,25.1,41.17,29.79,92.59,NA,{}
2020-2021,Mar,9,Uttar Pradesh,10,Baghpat,1997321,214.92,40,29,622.67,6745,247,2130,1728484,6249,4933,1310,82,306.16,2317.05,25864,130233,76243,112659,559,139568,131646,1612,1765.28,199514,78.09,49.28,63.33,99.42,NA,{}
2020-2021,Mar,9,Uttar Pradesh,11,Bahraich,1155595,242.06,46,246,1566.75,5646,5,6876,1618031,32050,3056,1099,72,395.75,1839.32,18476,147340,14293,14563,591,88506,89596,2916,952.11,76609,50.75,70.34,45.04,99.67,NA,{}
2020-2021,Mar,9,Uttar Pradesh,12,Ballia,2183734,200.22,35,177,1340.64,7093,442,10673,209575,27265,182,555,239,124.69,802.3,40369,112859,140167,112709,989,179462,97187,12785,1532.16,189468,34.14,82.83,94.12,91.74,NA,{}
2020-2021,Mar,9,Uttar Pradesh,13,Balrampur,1557478,229.07,37,472,910.95,11089,85,6381,94222,14231,1807,707,407,437.04,972.35,17332,113388,26787,59918,159,154573,85537,2564,1955.27,39703,56.84,80.05,86.56,96.2,NA,{}
2020-2021,Mar,9,Uttar Pradesh,14,Banda,786744,205.77,47,201,824.55,6870,119,4613,1416314,13075,2002,101,461,57.98,753.77,2485,144045,88157,48550,499,109023,180919,10475,1034.41,198396,89.72,1.34,26.05,97.9,NA,{}
2020-2021,Mar,9,Uttar Pradesh,15,Barabanki,1288236,245.7,39,53,1829.33,7295,406,1498,827167,2694,3978,1155,243,238.49,1818.44,17262,22486,93329,53705,299,161637,79633,8737,1630.89,70085,35.02,91.68,40.56,91.44,NA,{}
2020-2021,Mar,9,Uttar Pradesh,16,Bareilly,1524262,211.32,36,565,847.6,1364,307,16956,141115,18471,4541,1888,79,99.96,1839.99,87833,104800,48266,98068,265,40254,50927,11748,961.91,63310,20.57,37.57,94.06,95.76,NA,{}
2020-2021,Mar,9,Uttar Pradesh,17,Basti,435133,232.87,31,473,787.13,10473,258,2365,580595,22755,3120,1695,491,408.02,968.1,23249,134022,131836,76431,731,15477,41942,12745,587.73,176375,35.86,62.8,62.43,92.44,NA,{}
2020-2021,Mar,9,Uttar Pradesh,18,Bhadohi,629304,219.84,50,136,1826.76,8441,277,4443,2194846,7339,1213,770,281,290.83,2500.87,49621,45163,98143,179961,63,52041,109042,15250,982.92,70757,87.52,63.63,86.35,94.63,NA,{}
2020-2021,Mar,9,Uttar Pradesh,19,Bijnor,2098606,226.87,32,503,332.57,11563,155,10461,1712649,25049,2272,185,302,434.36,2188.96,80096,60911,124706,164754,978,64310,151412,8908,1385.14,177552,69.07,46.11,87.69,91.65,NA,{}
2020-2021,Mar,9,Uttar Pradesh,20,Budaun,2097362,202.56,32,341,743.22,11794,292,10140,977817,10271,4172,1808,355,160.58,800.66,16300,136584,101945,126029,60,97334,99241,18055,709.49,20324,58.57,42.97,9.21,97.08,NA,{}
2020-2021,Mar,9,Uttar Pradesh,21,Bulandshahr,1596307,213.24,36,233,1350.3,632,244,3556,2492885,29611,905,1049,17,179.83,512.25,96482,142075,140351,27552,717,97972,176491,8192,913.61,102921,88.75,53.46,46.2,96.38,NA,{}
2020-2021,Mar,9,Uttar Pradesh,22,Chandauli,637123,208.12,48,4,1831.48,3755,117,17213,439015,20336,983,257,165,344.79,1004.87,82462,37713,61634,48440,19,13447,197956,10185,506.7,57968,27.99,54.56,41.2,96.19,NA,{}
2020-2021,Mar,9,Uttar Pradesh,23,Chitrakoot,2323929,244.46,39,366,1824.6,11592,365,17305,483097,16607,444,1703,116,406.1,990.47,61421,69744,12453,47337,817,18131,38880,821,1207.11,125141,35.41,9.81,2.92,90.05,NA,{}
2020-2021,Mar,9,Uttar Pradesh,24,Deoria,1383244,234.82,34,296,162.36,11683,272,5099,1699255,12861,2166,450,257,180.89,1827.02,88648,136976,113547,159961,672,174224,108892,1010,1379.29,127358,78.74,13.17,83.59,97.22,NA,{}
2020-2021,Mar,9,Uttar Pradesh,25,Etah,1092435,201.71,33,410,334.75,13513,332,12056,167268,42983,3792,581,181,183.01,2393.09,27555,138192,48704,106127,868,134386,152118,12742,684.15,6295,34.02,63.26,7.65,94.85,NA,{}
2020-2021,Mar,9,Uttar Pradesh,26,Etawah,1229000,226.29,31,458,1075.67,3112,331,12109,165129,18027,2305,684,456,319.52,741.24,98618,111484,59671,134058,407,89779,156095,11897,1867.07,111330,82.43,12.24,53.12,92.15,NA,{}
2020-2021,Mar,9,Uttar Pradesh,27,Farrukhabad,1151824,210.19,44,31,1060.51,9826,375,5109,737464,16593,698,63,138,71.89,2352.56,90451,73368,94201,136757,76,178527,103686,13584,1905.91,60262,46.43,82.08,68.54,99.08,NA,{}
2020-2021,Mar,9,Uttar Pradesh,28,Fatehpur,1620495,222.25,46,228,337.22,9603,244,4024,1121364,24218,1406,1247,324,140.66,1654.7,40994,13248,45924,25715,943,10081,194070,2817,1428.86,199561,17.92,41.16,76.3,92.71,NA,{}
2020-2021,Mar,9,Uttar Pradesh,29,Firozabad,605530,222.37,33,518,1628.92,6119,319,8441,539279,31577,3123,482,73,306.81,2859.96,44160,59364,39729,40016,434,174079,169989,8081,1133.65,83594,30.32,60.43,98.64,99.16,NA,{}
2020-2021,Mar,9,Uttar Pradesh,30,Gautam Buddha Nagar,2227691,208.29,48,464,1854.51,894,196,17871,868951,46050,4038,487,178,448.59,1437.53,44982,23229,63967,104712,244,190674,139972,18231,1265.78,103458,51.75,93.79,94.98,92.72,NA,{}
2020-2021,Mar,9,Uttar Pradesh,31,Ghaziabad,1914055,246.84,38,173,705.8,5075,166,6241,1790363,41065,4109,768,102,262.75,518.47,20797,37020,96843,41637,150,11051,178682,17085,1987.2,106567,68.97,75.68,14.19,91.58,NA,{}
2020-2021,Mar,9,Uttar Pradesh,32,Ghazipur,1651263,204.54,48,81,1240.2,14033,183,9083,436723,14974,778,111,4,253.07,1640.52,48823,26865,64625,125077,386,169479,21017,14587,1608.95,106965,60.5,15.27,71.83,94.05,NA,{}
2020-2021,Mar,9,Uttar Pradesh,33,Gonda,593599,233.83,31,44,140.66,6302,394,11795,158594,5616,2094,4,325,56.31,1330.23,41142,33669,121787,18717,601,164149,146606,16609,1907.63,38416,29.97,47.72,91.56,92.02,NA,{}
2020-2021,Mar,9,Uttar Pradesh,34,Gorakhpur,1264185,243.48,33,179,1394.9,2628,124,6427,1148341,47971,2667,1015,193,384.32,2101.67,56190,126116,139184,168207,820,142816,112223,7908,1635.25,58344,2.93,39.4,27.5,98.63,NA,{}
2020-2021,Mar,9,Uttar Pradesh,35,Hamirpur,1437574,204.73,37,552,354.12,9349,57,3465,67920,14991,4515,1844,5,367.13,2735.55,6904,22449,26666,122847,570,59967,124707,7065,1781.48,101109,44.68,25.41,41.22,97.33,NA,{}
2020-2021,Mar,9,Uttar Pradesh,36,Hapur,1626091,213.86,45,254,1317.95,10920,237,14625,1136220,48772,785,1641,499,442.18,1377.16,68447,122059,50247,70463,517,87164,184778,15462,800.23,186607,76.88,98.35,64.13,93.77,NA,{}
2020-2021,Mar,9,Uttar Pradesh,37,Hardoi,1877031,203.6,35,520,1912.88,10379,33,17317,303291,42060,191,591,212,174.75,1000.78,95619,134656,61930,77437,416,85563,139801,6010,1289.78,96958,4.0,93.31,50.1,94.49,NA,{}
2020-2021,Mar,9,Uttar Pradesh,38,Hathras,1819616,212.62,34,403,448.95,4306,417,15403,1904844,3161,1327,386,135,492.11,2015.23,58147,42425,71573,102872,987,97175,102875,14402,873.95,103048,15.53,15.61,5.41,96.36,NA,{}
2020-2021,Mar,9,Uttar Pradesh,39,Jalaun,1686489,205.59,33,501,1171.75,10079,262,15359,538425,17130,889,135,2,100.33,1142.41,76357,76354,137192,121620,42,79592,125282,8973,810.54,165415,69.8,43.68,53.51,90.78,NA,{}
2020-2021,Mar,9,Uttar Pradesh,40,Jaunpur,954738,243.31,36,396,1657.58,8894,80,4654,636633,14874,3674,1446,48,249.49,1683.5,35987,66648,107399,103738,122,22496,76635,2883,765.46,147985,77.6,92.83,98.57,90.59,NA,{}
2020-2021,Mar,9,Uttar Pradesh,41,Jhansi,930798,237.56,34,340,1544.47,8858,7,3674,2364931,30528,4010,474,444,356.24,2339.03,60275,110531,107799,123878,892,31483,16726,13601,929.78,70384,67.76,91.38,10.26,97.27,NA,{}
2020-2021,Mar,9,Uttar Pradesh,42,Kannauj,1900045,232.66,31,214,1744.79,2581,361,19221,1095403,9815,3870,1440,221,386.81,1878.67,51395,107326,122857,151658,94,170492,185298,11454,1235.25,141750,13.51,54.2,52.98,98.99,NA,{}
2020-2021,Mar,9,Uttar Pradesh,43,Kanpur Dehat,2106213,235.93,47,585,1315.86,6876,175,11947,180733,22134,476,248,351,229.67,2272.74,85330,51986,48832,38357,509,45336,118830,11060,1915.45,54515,89.42,82.96,88.31,93.01,NA,{}
2020-2021,Mar,9,Uttar Pradesh,44,Kanpur Nagar,1719564,249.99,38,504,1806.32,10352,49,1651,1534677,34999,2246,252,437,176.03,1817.06,11541,50204,65154,88163,438,180180,24120,9184,1097.6,172439,34.63,73.48,11.31,97.66,NA,{}
2020-2021,Mar,9,Uttar Pradesh,45,Kasganj,2150181,237.86,50,569,1107.83,1195,34,9084,1372404,2947,4012,227,3,407.21,1564.29,65264,108418,47018,55331,24,137288,180355,10506,1722.27,153331,98.63,58.85,18.43,92.63,NA,{}
2020-2021,Mar,9,Uttar Pradesh,46,Kaushambi,1168820,227.69,43,530,1639.91,7932,466,13290,210897,22540,2555,1365,468,422.0,724.95,55315,6124,45000,140701,36,13350,62181,11523,975.91,137360,0.33,77.32,34.12,90.79,NA,{}
2020-2021,Mar,9,Uttar Pradesh,47,Kushinagar,1122733,215.16,37,242,1267.42,10727,399,12430,390400,19400,3201,1137,375,258.49,1714.72,83227,125420,71663,120046,781,95175,107245,4776,1431.51,101490,83.27,31.9,18.62,96.97,NA,{}
2020-2021,Mar,9,Uttar Pradesh,48,Lakhimpur Kheri,2168497,215.64,33,42,197.56,6880,302,12923,1326043,5568,3752,345,462,253.84,2430.77,58891,100086,116726,93871,47,101634,98674,17177,568.3,43854,74.15,54.72,41.36,97.04,NA,{}
2020-2021,Mar,9,Uttar Pradesh,49,Lalitpur,2175716,223.19,49,443,1782.26,5937,121,7259,1593791,43794,1391,1705,373,371.94,2697.07,99371,73460,118713,71556,305,21824,20778,19384,660.85,151630,75.12,18.91,14.22,99.18,NA,{}
2020-2021,Mar,9,Uttar Pradesh,50,Lucknow,2054580,228.83,41,82,1687.22,13196,318,18904,1122896,15496,1299,1468,14,248.79,1147.0,61590,75279,106184,126776,453,18511,98485,13772,1758.62,73089,63.26,86.12,20.04,93.93,NA,{}
2020-2021,Mar,9,Uttar Pradesh,51,Maharajganj,867730,222.18,40,47,1278.82,1727,38,8213,2315727,34660,2696,171,435,354.55,2033.27,58248,50769,101808,60313,71,80366,66527,11788,1936.41,138396,88.49,44.66,26.33,98.5,NA,{}
2020-2021,Mar,9,Uttar Pradesh,52,Mahoba,1193873,237.87,33,37,888.17,2048,462,2445,481800,20429,4961,1175,312,437.87,2422.06,59361,55258,43081,173283,878,117108,20217,16839,1170.85,161714,37.1,63.29,61.5,98.65,NA,{}
2020-2021,Mar,9,Uttar Pradesh,53,Mainpuri,1232373,234.52,49,587,329.48,6172,182,18554,2199103,28849,2530,501,307,52.29,2569.3,33856,73944,109673,25785,555,55041,122070,12107,1033.42,89363,29.26,9.48,15.5,96.67,NA,{}
